,id,scaled_mfcc,scaled_rh,key,scale,scaled_levenshtein,aggregated
0,music/Electronic/TheXX-Intromp3,0.0,0.0, F, major,0.0,0.0
1,music/Rock/Sum41-Piecesmp3,0.1567743130088862,0.2478099695164486, F, major,0.09612930667800935,0.16690452973444805
2,music/Soundtrack/GameOfThrones-MainTitlesmp3,0.20416638598854833,0.27276931805643345, C, minor,0.09910676307954062,0.19201415570817415
3,music/Electronic/DaftPunk-Withinmp3,0.16524088885314084,0.29347426899922296, C#, major,0.13398553806890684,0.19756689864042354
4,music/Klassik/Bach-Toccaqta&FugueDMinorBWV565Toccatamp3,0.15620962214860357,0.3642417373715491, D, minor,0.09783071033602722,0.20609402328539328
5,music/WorldMusic/ANNARF-TumHiHo-(annaRFFtNaadistan)mp3,0.18430283744631507,0.34327779728834046, A#, major,0.12165036154827732,0.21641033209431093
6,music/Jazz/WhiplashSoundtrack-TooHipToRetiremp3,0.20241160314962742,0.2961231705873069, C, minor,0.15695448745214802,0.21849642039636077
7,music/Rock/Radiohead-Creepmp3,0.2882544837282097,0.27624521575225064, C, major,0.11101658868566568,0.22517209605537536
8,music/Rock/Pvris-MyHousemp3,0.21329802653958232,0.32389046887373807, C, major,0.15057422373458104,0.22925423971596715
9,music/Soundtrack/LordOfTheRings-TheBattleOfThePelennorFieldsmp3,0.1752924833562065,0.3431600872962752, A, minor,0.19523606975754998,0.23789621347001055
10,music/Jazz/EricBibbCelticRootsEnsemble-StJamesInfirmarymp3,0.21555531537328515,0.28399362922795746, A, minor,0.22671203743088048,0.24208699401070768
11,music/Rock/twentyonepilots-CarRadiomp3,0.17372621567139043,0.3676574997714859, F, major,0.18885580603998298,0.24341317382761976
12,music/Klassik/Mozart_RequiemInDMinorK626-3Sequentia_Lacrimosamp3,0.2202974182640184,0.3880006108194183, D, minor,0.12590387069332198,0.24473396659225288
13,music/Jazz/MichaelWollnyVincentPeiraniTheKissmp3,0.18367745308486197,0.36183752824225074, C, major,0.20714589536367503,0.25088695889692925
14,music/Jazz/JukkaPerkoAvara-TearsInHeavenmp3,0.23831924915670888,0.4205230979283507, A, major,0.09910676307954062,0.2526497033882001
15,music/Soundtrack/Outlander-DanceoftheDruids(featRayaYarbrough)mp3,0.15996460942173604,0.38441383139739066, A, minor,0.2139515099957465,0.2527766502716244
16,music/Klassik/JStraussI_Radetzky-MarschOp228mp3,0.3562017464043876,0.33025210423099527, D, major,0.07273500638026371,0.25306295233854886
17,music/Soundtrack/FleshAndBone-Dakini_MovementIVmp3,0.3759908440284264,0.2589306345957504, D#, major,0.13568694172692472,0.2568694734503672
18,music/Pop/DavidBowie-LifeOnMarsmp3,0.24719206259038254,0.40244084122373075, A#, major,0.13951509995746492,0.26304933459052604
19,music/Pop/AnnaBurch-2Cool2Caremp3,0.2580376494087327,0.40568112495059205, A, major,0.1420672054444917,0.26859532660127217
20,music/Jazz/LouTavano-TheCallmp3,0.28153496579078335,0.3236621099372529, E, minor,0.20119098256061252,0.26879601942954956
21,music/Metal/OmniumGatherum-NewWorldShadowsmp3,0.2467531490409187,0.29707744013899867, C#, minor,0.264568268821778,0.26946628600056516
22,music/Soundtrack/TheHobbit3-HowardShore_Ironfoot[ExtendedVersion]mp3,0.20647014171312517,0.322923376925086, D, major,0.2807316035729477,0.27004170740371963
23,music/Electronic/AlanWalker-Fadedmp3,0.19489829397974762,0.5419553484176968, F#, major,0.09059974478945129,0.2758177957289652
24,music/Pop/AliottaHaynesJeremiah-LakeShoreDrivemp3,0.40654655318892235,0.320737439521351, E, major,0.10378562313908975,0.277023205283121
25,music/Metal/Gojira-Globalwarmingmp3,0.2164229877892451,0.3420373419237056, C#, minor,0.27988090174393876,0.2794470771522965
26,music/HipHop/KidCudi-MrRagermp3,0.40523140444627653,0.2732710016119363, B, minor,0.16376010208421948,0.28075416938081077
27,music/Soundtrack/Interstellar-NoTimeforCautionmp3,0.2457247276584407,0.4437063796022318, A, minor,0.16503615482773287,0.2848224206961351
28,music/Rock/Blink-182-Adam'sSongmp3,0.3662263287804829,0.3107390348525552, F, major,0.17779668226286688,0.2849206819653017
29,music/Pop/FoolsGarden-LemonTreemp3,0.20645304967248634,0.5238386012111171, G#, major,0.1331348362398979,0.2878088290411671
30,music/Rock/BillyTalent-CurefortheEnemymp3,0.311936511447478,0.40732421521886997, D#, minor,0.1624840493407061,0.2939149253356847
31,music/Pop/Sigrid-Strangersmp3,0.17528946711374083,0.562838823595321, B, minor,0.1484474691620587,0.29552525329037355
32,music/WorldMusic/EstasTonne-TheSongoftheGoldenDragonmp3,0.2891460514872589,0.30832124678547745, C, major,0.2947681837515951,0.29741182734144384
33,music/Jazz/WhiplashSoundtrack-Caravanmp3,0.19332173755674306,0.24055115434162094, C#, major,0.4657592513823905,0.29987738109358486
34,music/Soundtrack/TheWitcher3-TheFieldsofArdSkelligmp3,0.3987849234796043,0.3407738799587759, D, minor,0.16801361122926414,0.3025241382225481
35,music/WorldMusic/TheHU-WolfTotemmp3,0.3395658286539683,0.3927621623441933, D#, major,0.18077413866439812,0.30436737655418655
36,music/Metal/Amorphis-HouseOfSleepmp3,0.49082613205444653,0.25261468266487974, C, minor,0.1748192258613356,0.30608668019355395
37,music/WorldMusic/JohnButler-Oceanmp3,0.34757780648793757,0.22355616318500116, E, major,0.3683538919608677,0.31316262054460214
38,music/Soundtrack/MassEffect3-LeavingEarthmp3,0.5385166454691849,0.3286624761806033, E, minor,0.07613781369629945,0.3144389784486959
39,music/WorldMusic/Wardruna-Wunjomp3,0.3931458235933837,0.2898148034631102, B, minor,0.26244151424925566,0.3151340471019165
40,music/Jazz/PaoloFresuJanLundgren-Kristallendenfinamp3,0.4201152204621889,0.414191433226621, D, minor,0.12505316886431306,0.31978660751770766
41,music/Electronic/MartinGarrix-Animals(OriginalMix)mp3,0.2965218702714115,0.4332608011138764, F, minor,0.23266695023394302,0.3208165405397437
42,music/Klassik/LangLang_LaCampanellaIIetudeforpianoinGsharpminor(GrandPaganiniÉtudeNo3)S1413(LWA1733)mp3,0.36445056629952294,0.37514279222999214, G#, minor,0.22968949383241175,0.3230942841206423
43,music/Electronic/Fytch-InTheseShadows(featCarmenForbes)mp3,0.2290773481866518,0.4606338834380877, A, minor,0.2807316035729477,0.3234809450658957
44,music/WorldMusic/AndreyVinogradov-MedievalTunemp3,0.5744182422344324,0.28043536557526666, G, minor,0.1207996597192684,0.3252177558429891
45,music/Pop/ElectricLightOrchestra-MrBlueSkymp3,0.3575522857252974,0.3488376351666865, A#, major,0.270948532539345,0.32577948447710964
46,music/WorldMusic/annaRF-Whymp3,0.37026460824875285,0.4334682096892161, G, minor,0.1773713313483624,0.32703471642877713
47,music/Metal/InFlames-TheNewWordmp3,0.5245756063066278,0.2713417061322328, G, minor,0.1922586133560187,0.3293919752649598
48,music/Rock/Wallows-Scrawny[Explicit]mp3,0.387891294621537,0.5009142892791726, A, major,0.10761378136962994,0.3321397884234465
